mic	X1	X2	value
25	LAMP1	VEGFA	0.6101
51	TM9SF4	VEGFA	0.768
1	ASXL3	VEGFA	0.5357
78	TRHDE	VEGFA	0.9032
44	TTC8	VEGFA	0.5619
4	DDAH1	VHL	0.7708
6	LAMP1	VHL	0.6562
16	RASGRP1	VHL	0.7161
63	ZNF292	VHL	0.8077
2	ACTR2	VNN1	0.525
1	CCDC146	VNN1	0.5698
2	GRHL2	VNN1	0.6585
6	PTPRS	VNN1	0.6739
5	SKA3	VNN1	0.6289
36	TCF7L2	VNN1	0.6379
10	AKT3	VNN1	0.6534
1	AQR	VNN1	0.5445
10	CNOT7	VNN1	0.5511
11	ELF2	VNN1	0.5291
1	FBXO31	VNN1	0.6989
5	HSDL2	VNN1	0.5472
16	LUC7L3	VNN1	0.5585
7	MBOAT2	VNN1	0.7299
2	OCRL	VNN1	0.7722
12	PLEKHA5	VNN1	0.5243
24	RPS6KA6	VNN1	0.5156
14	TCTN1	VNN1	0.6116
21	TMEM161B	VNN1	0.7468
1	TRMU	VNN1	0.5047
22	VPS35	VNN1	0.6647
40	ZNF292	VNN1	0.7702
8	ZNF93	VNN1	0.5252
1	DDAH1	VSIG4	0.6263
3	LGALS3BP	VSIG4	0.5352
3	ATP8A1	VSIG4	0.5764
5	LRCH2	VSIG4	0.5435
1	PLEKHH2	VSIG4	0.6919
7	RALGAPA1	VSIG4	0.5471
1	SCRG1	VSIG4	0.5914
21	SFMBT2	VSIG4	0.6091
9	SLC22A3	VSIG4	0.7213
7	SNCAIP	VSIG4	0.6265
14	ZNF292	VSIG4	0.5761
4	BVES	VTCN1	0.6762
2	LGALS3BP	VTCN1	0.6823
12	RASGRP1	VTCN1	0.6859
9	ULK4	VTCN1	0.5828
10	ACTR2	WNT7A	0.503
3	DDAH1	WNT7A	0.7785
4	HSDL2	WNT7A	0.5601
2	PLEKHH2	WNT7A	0.6462
2	SCRG1	WNT7A	0.5948
9	SFMBT2	WNT7A	0.5299
14	SLC22A3	WNT7A	0.6164
11	ZNF292	WNT7A	0.7967
8	DDAH1	XKR4	0.7578
8	LAMP1	XKR4	0.5026
34	RASGRP1	XKR4	0.5697
78	ZNF292	XKR4	0.6873
9	ACTR2	XRCC2	0.562
2	DDAH1	XRCC2	0.5108
2	NCAPG	XRCC2	0.848
1	NUSAP1	XRCC2	0.7773
7	SCNN1A	XRCC2	0.6424
6	SEL1L3	XRCC2	0.8168
18	SORT1	XRCC2	0.7551
7	ULK4	XRCC2	0.811
23	ZNF608	XRCC2	0.609
1	DDAH1	YARS	0.6667
3	GRHL2	YARS	0.5462
2	LAMP1	YARS	0.6084
7	PTPRS	YARS	0.5236
11	RASGRP1	YARS	0.8019
3	ZNF707	YARS	0.5819
23	ZNF292	YARS	0.6977
1	COL1A2	YKT6	0.9001
14	WNK1	YKT6	0.5592
1	LRCH2	YKT6	0.5142
2	SCRG1	YKT6	0.5023
4	SFMBT2	YKT6	0.5685
4	SLC22A3	YKT6	0.5719
10	SNCAIP	YKT6	0.7209
2	TPTE2P3	YKT6	0.8521
3	PRR5-ARHGAP8	ZAP70	0.5512
8	UGT8	ZAP70	0.5173
2	CFL1	AGTR1	0.5856
3	COL1A2	AGTR1	0.6556
2	KRT7	AGTR1	0.5302
1	LGALS3BP	AGTR1	0.7089
1	NCAPG	AGTR1	0.6205
1	SORT1	AGTR1	0.5145
2	ULK4	AGTR1	0.5521
2	ATP8A1	AGTR1	0.724
1	LRCH2	AGTR1	0.6159
1	SFMBT2	AGTR1	0.5075
6	SLC22A3	AGTR1	0.5555
3	SNCAIP	AGTR1	0.6331
3	TPTE2P3	AGTR1	0.7201
1	LGALS3BP	AKR1C2	0.5414
2	AK2	ALDH6A1	0.6704
9	AP1S1	ALDH6A1	0.7142
9	AURKA	ALDH6A1	0.7743
4	FADS2	ALDH6A1	0.8575
4	GRHL2	ALDH6A1	0.6417
1	HDGF	ALDH6A1	0.8948
10	LMNB1	ALDH6A1	0.5406
8	PRR5-ARHGAP8	ALDH6A1	0.8076
3	PTPRS	ALDH6A1	0.5807
8	RAPGEF5	ALDH6A1	0.7824
6	STK35	ALDH6A1	0.8324
6	TCF7L2	ALDH6A1	0.6399
5	UGT8	ALDH6A1	0.5732
5	ZNF608	ALDH6A1	0.5453
3	AQR	ALDH6A1	0.612
2	FAM210B	ALDH6A1	0.5301
1	FBXO31	ALDH6A1	0.694
1	PELI2	ALDH6A1	0.543
8	PLEKHA5	ALDH6A1	0.5874
10	ACTR2	ANTXR1	0.6003
8	AP1S1	ANTXR1	0.5767
3	CFL1	ANTXR1	0.7992
11	COL1A2	ANTXR1	0.5068
3	FADS2	ANTXR1	0.5549
1	KIF15	ANTXR1	0.6942
2	KRT7	ANTXR1	0.7547
1	NCAPG	ANTXR1	0.6591
6	NUSAP1	ANTXR1	0.5386
2	RAB5C	ANTXR1	0.7681
2	RACGAP1	ANTXR1	0.9409
4	SCNN1A	ANTXR1	0.6495
1	SKA3	ANTXR1	0.7146
15	STK35	ANTXR1	0.5696
20	WNK1	ANTXR1	0.9709
4	GPBP1	ANTXR1	0.518
3	PDZRN3	ANTXR1	0.5579
14	RHOBTB3	ANTXR1	0.5265
5	RILPL1	ANTXR1	0.5625
16	SLC35F5	ANTXR1	0.6862
3	TMEM50B	ANTXR1	0.5252
6	TPTE2P3	ANTXR1	0.5437
1	TRMU	ANTXR1	0.6038
8	TRPC1	ANTXR1	0.6073
4	ZFY	ANTXR1	0.6156
2	ZNF569	ANTXR1	0.9145
2	ZNF66	ANTXR1	0.6016
5	ZNF93	ANTXR1	0.5622
1	FADS2	APBB1	0.5209
1	PRKX	APBB1	0.627
1	RAB5C	APBB1	0.6889
1	PELI2	APBB1	0.5887
1	PLEKHA5	APBB1	0.5718
1	PSD3	APBB1	0.6111
1	REPS2	APBB1	0.7754
1	TCTN1	APBB1	0.5236
1	TMEM161B	APBB1	0.5109
1	TMEM50B	APBB1	0.9086
1	ZNF66	APBB1	0.5636
15	COL1A2	APC	0.5224
3	AQR	APC	0.5226
28	PSD3	APC	0.648
5	RAD9B	APC	0.5706
26	REPS2	APC	0.629
31	TGFBR3	APC	0.7146
23	TMEM50B	APC	0.7228
24	ZNF483	APC	0.6343
1	FADS2	ASTN1	0.8929
1	RACGAP1	ASTN1	0.7168
4	STK35	ASTN1	0.6154
4	WNK1	ASTN1	0.7332
5	TGFBR3	ASTN1	0.5353
1	ZNF569	ASTN1	0.7525
3	ACTR2	ATM	0.7815
1	AP1S1	ATM	0.6894
13	DDAH1	ATM	0.5923
1	SKA3	ATM	0.726
12	AKT3	ATM	0.5693
1	ELF2	ATM	0.5136
4	GPBP1	ATM	0.6525
2	GPN3	ATM	0.5285
2	HSDL2	ATM	0.6047
5	LUC7L3	ATM	0.6573
7	MBOAT2	ATM	0.6058
3	OCRL	ATM	0.7277
4	SCRG1	ATM	0.5357
11	TCTN1	ATM	0.5243
10	TMEM161B	ATM	0.6942
5	VPS35	ATM	0.6449
10	ZFY	ATM	0.5174
18	ZNF292	ATM	0.9011
4	ZNF93	ATM	0.5251
1	BVES	BAG2	0.5763
2	LGALS3BP	BAG2	0.5023
2	SORT1	BAG2	0.8226
1	DTL	BBS2	0.6991
1	GRHL2	BBS2	0.6362
3	TCF7L2	BBS2	0.8393
2	UGT8	BBS2	0.8169
1	AK2	BBS4	0.7589
1	BVES	BBS4	0.5281
1	DTL	BBS4	0.9652
2	HDGF	BBS4	0.5823
1	HUNK	BBS4	0.7128
2	ITGA3	BBS4	0.5189
1	PFKFB4	BBS4	0.6935
1	RAPGEF5	BBS4	0.5167
3	TM9SF4	BBS4	0.665
5	ACTR2	BBS7	0.738
1	AP1S1	BBS7	0.5017
1	KRT7	BBS7	0.6734
1	PRKX	BBS7	0.6092
3	RAB5C	BBS7	0.7717
1	RACGAP1	BBS7	0.5328
1	GPN3	BBS7	0.556
2	ZNF292	BBS7	0.5073
5	AK2	BCL2	0.7795
13	AP1S1	BCL2	0.6527
3	AURKA	BCL2	0.6645
1	FADS2	BCL2	0.6309
15	GRHL2	BCL2	0.6914
21	HDGF	BCL2	0.8353
1	HUNK	BCL2	0.8549
17	PRKX	BCL2	0.6023
7	PRR5-ARHGAP8	BCL2	0.6928
8	PTPRS	BCL2	0.6407
32	RAPGEF5	BCL2	0.7848
36	STK35	BCL2	0.7104
48	TCF7L2	BCL2	0.7996
14	ZNF707	BCL2	0.5399
2	AQR	BCL2	0.6238
5	FBXO31	BCL2	0.7493
14	PELI2	BCL2	0.5314
18	PLEKHA5	BCL2	0.5146
37	REPS2	BCL2	0.5195
27	TRPC1	BCL2	0.5004
6	AK2	BCLAF1	0.6293
2	AURKA	BCLAF1	0.6895
13	GRHL2	BCLAF1	0.9233
10	HDGF	BCLAF1	0.5229
2	HUNK	BCLAF1	0.7381
2	PRR5-ARHGAP8	BCLAF1	0.8544
15	RAPGEF5	BCLAF1	0.6021
18	STK35	BCLAF1	0.5735
17	TCF7L2	BCLAF1	0.8088
15	UGT8	BCLAF1	0.59
3	ZNF707	BCLAF1	0.9473
3	FBXO31	BCLAF1	0.5129
1	TM9SF4	C1QTNF2	0.5871
1	TGFBR3	C1QTNF2	0.7086
1	AURKA	C1QTNF7	0.5189
1	RACGAP1	C1QTNF7	0.5773
2	SCNN1A	C1QTNF7	0.5686
2	STK35	C1QTNF7	0.5119
3	WNK1	C1QTNF7	0.6019
3	ZNF608	C1QTNF7	0.6249
2	WNK1	C1R	0.6892
1	ATP8A1	C1R	0.6088
1	KANSL2	C1R	0.6053
1	PLEKHH2	C1R	0.6768
1	RAD9B	C1R	0.5648
1	RALGAPA1	C1R	0.634
2	RHOBTB3	C1R	0.5726
1	RILPL1	C1R	0.5219
1	SLC35F5	C1R	0.5765
1	SLC6A6	C1R	0.5643
1	ZNF569	C1R	0.6592
3	COL1A2	C1S	0.8437
1	SORT1	C1S	0.5132
6	WNK1	C1S	0.5599
3	ATP8A1	C1S	0.8196
2	LRCH2	C1S	0.5222
2	SNCAIP	C1S	0.6767
1	ACTR2	C4BPB	0.5732
1	AP1S1	C4BPB	0.6891
1	AURKA	C4BPB	0.9394
1	GRHL2	C4BPB	0.78
1	NCAPG	C4BPB	0.6096
1	NUSAP1	C4BPB	0.776
1	RAPGEF5	C4BPB	0.5218
1	SCNN1A	C4BPB	0.5356
1	STK35	C4BPB	0.8872
3	ZNF608	C4BPB	0.6821
1	ZFY	C4BPB	0.5502
1	ZNF66	C4BPB	0.5309
3	COL1A2	CASP9	0.7719
2	ATP8A1	CASP9	0.5944
1	PPIG	CASP9	0.8849
4	TGFBR3	CASP9	0.826
5	TPTE2P3	CASP9	0.5078
2	TRHDE	CASP9	0.5048
11	COL1A2	CAV1	0.5592
4	ATP8A1	CAV1	0.5267
3	GPN3	CAV1	0.5146
4	HSDL2	CAV1	0.5156
18	PPARG	CAV1	0.5949
8	PSD3	CAV1	0.5505
6	RALGAPA1	CAV1	0.5549
1	SCRG1	CAV1	0.5133
5	SFMBT2	CAV1	0.5732
8	SLC22A3	CAV1	0.6489
9	SNCAIP	CAV1	0.6003
8	TRHDE	CAV1	0.5174
19	ZNF292	CAV1	0.5052
2	ACTR2	CCBE1	0.6314
1	ARPC1B	CCBE1	0.6879
1	DDAH1	CCBE1	0.732
2	ITGA3	CCBE1	0.5046
2	LGALS3BP	CCBE1	0.6187
1	NCAPG	CCBE1	0.5588
1	SCNN1A	CCBE1	0.5779
1	AK2	CD55	0.5653
2	AP1S1	CD55	0.5103
1	FADS2	CD55	0.8952
1	PRR5-ARHGAP8	CD55	0.5304
2	RAPGEF5	CD55	0.5709
3	STK35	CD55	0.5393
2	UGT8	CD55	0.5717
1	ATXN3	CD55	0.5854
1	FAM210B	CD55	0.5989
3	PELI2	CD55	0.6246
3	PLEKHA5	CD55	0.5502
2	REPS2	CD55	0.585
3	TGFBR3	CD55	0.6214
1	TMEM38B	CD55	0.6171
2	AURKA	CDH11	0.5821
1	CCDC146	CDH11	0.5358
1	KIF15	CDH11	0.6784
4	PRR5-ARHGAP8	CDH11	0.665
13	SORT1	CDH11	0.7114
14	STK35	CDH11	0.5347
1	SORT1	CDH23	0.5116
2	GRHL2	CFH	0.9654
1	HDGF	CFH	0.5395
3	RAPGEF5	CFH	0.6089
1	STK35	CFH	0.7139
2	TCF7L2	CFH	0.8214
1	AK2	CHRD	0.5821
8	AP1S1	CHRD	0.7101
4	AURKA	CHRD	0.8672
6	GRHL2	CHRD	0.7454
4	HDGF	CHRD	0.7385
7	LMNB1	CHRD	0.7785
1	PRKX	CHRD	0.6233
8	PRR5-ARHGAP8	CHRD	0.6661
1	RACGAP1	CHRD	0.6324
9	RAPGEF5	CHRD	0.8753
3	SCNN1A	CHRD	0.7431
4	STK35	CHRD	0.8308
9	TCF7L2	CHRD	0.5226
6	ZNF608	CHRD	0.8705
12	AP1S1	CITED2	0.6143
9	PRKX	CITED2	0.6458
8	RAB5C	CITED2	0.6117
3	AQR	CITED2	0.7546
7	ATXN3	CITED2	0.5605
16	CNOT7	CITED2	0.5691
3	FBXO31	CITED2	0.5319
3	GPN3	CITED2	0.6529
4	HYKK	CITED2	0.548
6	MBOAT2	CITED2	0.6195
11	MOB1B	CITED2	0.6808
6	OCRL	CITED2	0.7878
8	PELI2	CITED2	0.6472
17	PLEKHA5	CITED2	0.6284
20	PSD3	CITED2	0.6351
20	REPS2	CITED2	0.8356
11	TCTN1	CITED2	0.6049
10	TMEM161B	CITED2	0.6933
7	TMEM50B	CITED2	0.796
9	ZNF483	CITED2	0.5691
1	AK2	CLSTN2	0.7613
1	ATP1A1	CLSTN2	0.5435
1	DTL	CLSTN2	0.8966
1	TM9SF4	CLSTN2	0.5407
1	UGT8	CLSTN2	0.9723
1	AK2	CNTN1	0.7925
1	AURKA	CNTN1	0.6464
1	GRHL2	CNTN1	0.6575
1	LMNB1	CNTN1	0.5178
1	PTPRS	CNTN1	0.5538
1	STK35	CNTN1	0.659
1	ZNF608	CNTN1	0.5193
1	FBXO31	CNTN1	0.52
6	COL1A2	CNTNAP1	0.5528
1	LGALS3BP	CNTNAP1	0.5061
4	PFKFB4	CNTNAP1	0.5245
6	TM9SF4	CNTNAP1	0.533
3	TRHDE	CNTNAP1	0.6509
1	LGALS3BP	COL14A1	0.6269
3	NUSAP1	COL14A1	0.5366
2	SEL1L3	COL14A1	0.7707
1	LGALS3BP	COL16A1	0.6326
4	ATP8A1	COL16A1	0.778
15	ACTR2	COL21A1	0.6147
3	DDAH1	COL21A1	0.8168
3	SEL1L3	COL21A1	0.5119
1	SCRG1	COL21A1	0.5389
16	ZNF292	COL21A1	0.6696
4	ATP1A1	COL27A1	0.5458
8	LAMP1	COL27A1	0.5487
8	PFKFB4	COL27A1	0.5224
6	TM9SF4	COL27A1	0.6478
14	TRHDE	COL27A1	0.6729
8	ACTR2	COL4A6	0.5657
1	CFL1	COL4A6	0.8778
10	COL1A2	COL4A6	0.7055
2	SCNN1A	COL4A6	0.5223
7	WNK1	COL4A6	0.9403
8	RHOBTB3	COL4A6	0.5547
7	SLC35F5	COL4A6	0.6793
2	TPTE2P3	COL4A6	0.7689
2	COL1A2	COPG2	0.6718
2	WNK1	COPG2	0.5679
2	ATP8A1	COPG2	0.5838
3	TGFBR3	COPG2	0.5361
2	COL1A2	CRADD	0.7376
1	ASXL3	CRADD	0.6878
1	KANSL2	CRADD	0.5631
1	PPIG	CRADD	0.584
1	RAD9B	CRADD	0.6591
2	TGFBR3	CRADD	0.8313
1	TMEM50B	CRADD	0.7021
1	AURKA	DCHS1	0.5639
1	HDGF	DCHS1	0.5628
2	SEL1L3	DCHS1	0.5912
1	SORT1	DCHS1	0.8576
1	STK35	DCHS1	0.5281
2	WNK1	DCHS1	0.6058
2	ZNF608	DCHS1	0.7289
10	COL1A2	DCN	0.7959
1	KRT7	DCN	0.5776
1	LGALS3BP	DCN	0.6276
2	SEL1L3	DCN	0.8685
2	SORT1	DCN	0.5481
15	WNK1	DCN	0.5226
4	ATP8A1	DCN	0.8165
5	LRCH2	DCN	0.5414
1	SNCAIP	DCN	0.6574
1	TPTE2P3	DCN	0.793
1	HDGF	DHRS2	0.7471
1	NUSAP1	DHRS2	0.8173
1	RAPGEF5	DHRS2	0.7347
1	SCNN1A	DHRS2	0.6989
1	STK35	DHRS2	0.915
1	WNK1	DHRS2	0.5805
2	ZNF608	DHRS2	0.8595
10	AURKA	DST	0.5594
1	CCDC146	DST	0.5222
2	KIF15	DST	0.7276
7	NUSAP1	DST	0.5685
11	PRR5-ARHGAP8	DST	0.5838
7	SEL1L3	DST	0.5964
15	SORT1	DST	0.7746
22	STK35	DST	0.5075
1	ULK4	DST	0.587
30	ZNF608	DST	0.5374
13	DDAH1	EBF1	0.64
3	LGALS3BP	EBF1	0.6818
6	NCAPG	EBF1	0.5779
12	SEL1L3	EBF1	0.7323
6	ULK4	EBF1	0.6462
24	LRCH2	EBF1	0.5967
3	LGALS3BP	EDNRA	0.5077
2	SEL1L3	EDNRA	0.7842
5	ATP8A1	EDNRA	0.7322
7	LRCH2	EDNRA	0.8026
4	PLEKHH2	EDNRA	0.5031
3	SLC22A3	EDNRA	0.5999
6	SNCAIP	EDNRA	0.6473
2	TPTE2P3	EDNRA	0.618
3	COL1A2	FCGRT	0.6711
1	LGALS3BP	FCGRT	0.5904
4	ATP8A1	FCGRT	0.7454
1	PLEKHH2	FCGRT	0.5007
2	SLC22A3	FCGRT	0.5989
1	CCDC146	FGD3	0.5463
1	FADS2	FGD3	0.5983
1	TCF7L2	FGD3	0.7256
1	PELI2	FGD3	0.6819
1	PLEKHA5	FGD3	0.7927
1	REPS2	FGD3	0.5766
1	ZNF66	FGD3	0.6075
19	ACTR2	FGF2	0.8531
5	AP1S1	FGF2	0.729
5	AURKA	FGF2	0.596
2	CFL1	FGF2	0.7754
2	KIF15	FGF2	0.7718
4	KRT7	FGF2	0.6011
2	NCAPG	FGF2	0.8178
5	NUSAP1	FGF2	0.6746
4	RAB5C	FGF2	0.8235
12	RACGAP1	FGF2	0.8116
7	SCNN1A	FGF2	0.6519
1	SKA3	FGF2	0.8946
17	STK35	FGF2	0.6359
24	WNK1	FGF2	0.8129
26	ZNF608	FGF2	0.5017
16	ELF2	FGF2	0.5945
3	GPBP1	FGF2	0.7152
11	LUC7L3	FGF2	0.6308
5	PDZRN3	FGF2	0.5789
19	RHOBTB3	FGF2	0.5532
9	RILPL1	FGF2	0.5852
6	SCRG1	FGF2	0.5434
22	SLC35F5	FGF2	0.6883
7	TRPC1	FGF2	0.5042
3	ZFY	FGF2	0.7618
5	ZNF569	FGF2	0.7548
6	ZNF66	FGF2	0.6788
7	ZNF93	FGF2	0.6848
11	AP1S1	FGFR1	0.628
3	CFL1	FGFR1	0.5863
5	FADS2	FGFR1	0.7251
9	HDGF	FGFR1	0.6393
2	KRT7	FGFR1	0.6809
11	LMNB1	FGFR1	0.5167
3	RAB5C	FGFR1	0.6714
4	RACGAP1	FGFR1	0.8901
13	RAPGEF5	FGFR1	0.5213
5	SCNN1A	FGFR1	0.6035
4	SKA3	FGFR1	0.6246
9	STK35	FGFR1	0.5797
18	WNK1	FGFR1	0.8506
1	L3MBTL4	FGFR1	0.5631
17	SLC35F5	FGFR1	0.505
2	TMEM50B	FGFR1	0.6723
4	TRPC1	FGFR1	0.6743
3	ZNF569	FGFR1	0.8036
1	ZNF66	FGFR1	0.5603
1	FADS2	FKBP7	0.7743
3	HDGF	FKBP7	0.7095
2	SORT1	FKBP7	0.6894
1	STK35	FKBP7	0.5864
6	WNK1	FKBP7	0.6098
2	TRPC1	FKBP7	0.5237
1	ZNF569	FKBP7	0.5907
4	BVES	FREM2	0.5879
10	DTL	FREM2	0.6673
9	TM9SF4	FREM2	0.6018
5	UGT8	FREM2	0.7275
1	ZNF707	FREM2	0.5067
10	TRHDE	FREM2	0.5953
1	DDAH1	GBP2	0.6246
1	LAMP1	GBP2	0.5995
1	RASGRP1	GBP2	0.8418
3	DDAH1	GHR	0.5856
9	GRHL2	GHR	0.721
15	LAMP1	GHR	0.5806
4	PTPRS	GHR	0.5883
5	RASGRP1	GHR	0.6778
16	TCF7L2	GHR	0.6566
5	ZNF707	GHR	0.5837
26	ZNF292	GHR	0.6581
1	AK2	GNE	0.8776
1	ARPC1B	GNE	0.5007
2	ATP1A1	GNE	0.6956
2	AURKA	GNE	0.5217
1	DTL	GNE	0.8168
2	HDGF	GNE	0.8484
1	HUNK	GNE	0.7264
2	LMNB1	GNE	0.8586
2	NUSAP1	GNE	0.5473
1	PFKFB4	GNE	0.6551
2	RAPGEF5	GNE	0.8937
1	SCNN1A	GNE	0.623
3	TCF7L2	GNE	0.5179
4	ZNF608	GNE	0.7998
2	GRHL2	GNL1	0.8052
2	RAPGEF5	GNL1	0.6936
3	STK35	GNL1	0.7451
1	TCF7L2	GNL1	0.7233
2	AKT3	GNL1	0.608
1	ELF2	GNL1	0.5943
2	OCRL	GNL1	0.5742
2	PLEKHA5	GNL1	0.6294
2	REPS2	GNL1	0.5184
2	TMEM161B	GNL1	0.5511
1	VPS35	GNL1	0.6155
1	ZNF66	GNL1	0.5968
2	COL1A2	GPC3	0.644
2	KRT7	GPC3	0.571
3	RACGAP1	GPC3	0.6281
1	SEL1L3	GPC3	0.5767
2	SORT1	GPC3	0.6431
5	WNK1	GPC3	0.7213
1	PPIG	GPC3	0.7128
6	TGFBR3	GPC3	0.611
1	TPTE2P3	GPC3	0.5532
4	BVES	GREM1	0.6743
4	DTL	GREM1	0.5475
13	UGT8	GREM1	0.6227
13	TRHDE	GREM1	0.5228
15	ACTR2	HAND2	0.6485
5	DDAH1	HAND2	0.8188
4	HSDL2	HAND2	0.5826
3	PLEKHH2	HAND2	0.5884
8	SCRG1	HAND2	0.6054
14	SLC22A3	HAND2	0.5019
27	ZNF292	HAND2	0.8922
3	BVES	HSPA1B	0.5483
10	LAMP1	HSPA1B	0.5417
11	TM9SF4	HSPA1B	0.7624
1	ASXL3	HSPA1B	0.6154
12	TRHDE	HSPA1B	0.9385
8	TTC8	HSPA1B	0.6113
5	VIM	HSPA1B	0.5454
9	ACTR2	ID2	0.5442
5	DDAH1	ID2	0.7785
2	LGALS3BP	ID2	0.5857
1	NCAPG	ID2	0.5521
7	LRCH2	ID2	0.6194
5	PLEKHH2	ID2	0.6858
8	RALGAPA1	ID2	0.5071
2	SCRG1	ID2	0.6853
11	SFMBT2	ID2	0.5865
11	SLC22A3	ID2	0.6833
11	SNCAIP	ID2	0.5066
31	ZNF292	ID2	0.6888
4	ACTR2	ID3	0.5683
1	DDAH1	ID3	0.6465
1	CRYM-AS1	ID3	0.5102
1	GPBP1	ID3	0.518
1	HSDL2	ID3	0.5261
4	PLEKHH2	ID3	0.6906
5	RALGAPA1	ID3	0.5643
1	SFMBT2	ID3	0.5933
1	SLC22A3	ID3	0.6148
7	ZNF292	ID3	0.6981
1	HUNK	IFT88	0.7371
1	AQR	IFT88	0.663
2	FBXO31	IFT88	0.6243
2	MBOAT2	IFT88	0.5375
2	MOB1B	IFT88	0.7009
2	OCRL	IFT88	0.5756
1	PLEKHA5	IFT88	0.6453
2	REPS2	IFT88	0.7424
1	TMEM161B	IFT88	0.5295
2	TMEM38B	IFT88	0.6854
1	PRKX	IGBP1	0.5455
1	STK35	IGBP1	0.6124
1	ATXN3	IGBP1	0.6107
2	GPBP1	IGBP1	0.6252
1	LUC7L3	IGBP1	0.68
1	RPS6KA6	IGBP1	0.5569
1	ZNF66	IGBP1	0.7741
2	PPIG	IL11RA	0.6676
4	AK2	IL6R	0.7708
1	ATP1A1	IL6R	0.5055
1	DTL	IL6R	0.8127
2	HDGF	IL6R	0.5863
1	PRR5-ARHGAP8	IL6R	0.7071
2	PTPRS	IL6R	0.5326
4	TCF7L2	IL6R	0.7206
4	TM9SF4	IL6R	0.5287
2	UGT8	IL6R	0.9137
2	ZNF707	IL6R	0.7541
1	CFL1	IL6ST	0.5135
16	COL1A2	IL6ST	0.6394
4	GPN3	IL6ST	0.5564
4	PLEKHH2	IL6ST	0.5039
43	PPARG	IL6ST	0.5681
21	PSD3	IL6ST	0.6344
17	ZNF483	IL6ST	0.5294
1	COL1A2	IMPDH2	0.8083
1	ATP8A1	IMPDH2	0.5418
2	PPIG	IMPDH2	0.8953
2	RAD9B	IMPDH2	0.6644
3	TGFBR3	IMPDH2	0.9151
2	TMEM50B	IMPDH2	0.5939
1	DDAH1	ING2	0.5313
1	NCAPG	ING2	0.5898
4	SEL1L3	ING2	0.6873
3	SORT1	ING2	0.6278
1	DDAH1	ITGA8	0.5156
1	NCAPG	ITGA8	0.7113
1	SORT1	ITGA8	0.5597
1	ATP8A1	ITGA8	0.5049
1	BVES	JAK2	0.6408
3	SEL1L3	JAK2	0.7933
5	SORT1	JAK2	0.5158
8	ATP8A1	JAK2	0.6847
4	LRCH2	JAK2	0.6056
2	CFL1	JMY	0.7197
18	COL1A2	JMY	0.6147
4	ENC1	JMY	0.6156
1	RAB5C	JMY	0.7373
1	ARHGAP10	JMY	0.5855
12	GPBP1	JMY	0.619
3	GPN3	JMY	0.7612
5	HSDL2	JMY	0.5582
3	KANSL2	JMY	0.5034
5	OCRL	JMY	0.6477
5	PLEKHH2	JMY	0.6291
28	PPARG	JMY	0.6087
14	PSD3	JMY	0.7556
10	RALGAPA1	JMY	0.6148
9	SCRG1	JMY	0.5461
10	SFMBT2	JMY	0.5909
29	SLC6A6	JMY	0.5379
12	TMEM161B	JMY	0.5682
17	TMEM50B	JMY	0.6081
22	ZNF292	JMY	0.5137
9	ZNF483	JMY	0.5685
2	RAPGEF5	KAT8	0.6764
1	STK35	KAT8	0.7065
2	TCF7L2	KAT8	0.7303
1	ZNF608	KAT8	0.5263
1	ZNF707	KAT8	0.82
7	COL1A2	KIT	0.518
1	KIF15	KIT	0.5528
1	KRT7	KIT	0.5986
5	RACGAP1	KIT	0.6929
5	SEL1L3	KIT	0.739
7	SORT1	KIT	0.759
22	WNK1	KIT	0.7977
8	PPIG	KIT	0.5423
8	TPTE2P3	KIT	0.5265
5	ZNF569	KIT	0.724
8	AURKA	KLHL13	0.7077
7	GRHL2	KLHL13	0.7768
2	HDGF	KLHL13	0.5446
10	PRR5-ARHGAP8	KLHL13	0.883
1	PTPRS	KLHL13	0.6086
7	STK35	KLHL13	0.6389
6	TCF7L2	KLHL13	0.5228
9	UGT8	KLHL13	0.6434
2	ZNF707	KLHL13	0.7825
2	HDGF	LAMA2	0.5943
2	STK35	LAMA2	0.819
2	ZNF608	LAMA2	0.6592
1	BVES	LAMA4	0.5525
4	DDAH1	LAMA4	0.5971
1	LGALS3BP	LAMA4	0.827
3	NCAPG	LAMA4	0.5623
2	SEL1L3	LAMA4	0.8346
2	SORT1	LAMA4	0.5085
2	ULK4	LAMA4	0.7137
4	ATP8A1	LAMA4	0.5217
3	LRCH2	LAMA4	0.5761
2	ENC1	LGALS1	0.533
1	RAB5C	LGALS1	0.5877
1	GPBP1	LGALS1	0.5708
1	KANSL2	LGALS1	0.5519
2	PPARG	LGALS1	0.5752
2	PSD3	LGALS1	0.6553
2	RALGAPA1	LGALS1	0.6602
1	SFMBT2	LGALS1	0.6795
1	SLC22A3	LGALS1	0.6631
3	SNCAIP	LGALS1	0.6495
1	TPTE2P3	LGALS1	0.6122
1	ZNF292	LGALS1	0.5026
18	ACTR2	LIFR	0.5097
12	DDAH1	LIFR	0.69
11	GRHL2	LIFR	0.5483
7	PTPRS	LIFR	0.5261
2	RASGRP1	LIFR	0.557
13	AKT3	LIFR	0.5261
1	CRYM-AS1	LIFR	0.6235
4	HSDL2	LIFR	0.5739
2	OCRL	LIFR	0.5192
13	TMEM161B	LIFR	0.5545
3	VPS35	LIFR	0.5499
21	ZNF292	LIFR	0.8956
